"EntrezGeneID"	"Length"
"3140"	14667	4257
"3141"	215332	1758
"3142"	246049	2431
"3143"	100862205	632
"3144"	74045	1790
"3145"	215335	5274
"3146"	245827	14423
"3147"	100862216	834
"3148"	20692	2299
"3149"	11927	438
"3150"	27041	2685
"3151"	100303747	124
"3152"	14654	1407
"3153"	216749	3276
"3154"	14799	5978
"3155"	67726	2611
"3156"	216760	4864
"3157"	171212	4702
"3158"	71154	1550
"3159"	50724	1549
"3160"	15110	1898
"3161"	73158	6617
"3162"	676527	1299
"3163"	667947	679
"3164"	69125	2035
"3165"	216766	6214
"3166"	216767	744
"3167"	631323	2702
"3168"	16145	2023
"3169"	54396	3514
"3170"	73988	1791
"3171"	103836	1949
"3172"	319475	3646
"3173"	79566	3022
"3174"	70163	1108
"3175"	69864	925
"3176"	624860	1356
"3177"	403200	598
"3178"	18329	1066
"3179"	257932	1601
"3180"	100502887	957
"3181"	258879	1082
"3182"	259148	1300
"3183"	258495	933
"3184"	258198	945
"3185"	258261	1041
"3186"	257892	1122
"3187"	100503950	353
"3188"	78354	881
"3189"	258373	972
"3190"	216781	2192
"3191"	404346	984
"3192"	216783	921
"3193"	258493	921
"3194"	258494	1026
"3195"	257931	1128
"3196"	258064	921
"3197"	258531	998
"3198"	257917	1131
"3199"	75429	562
"3200"	258529	1074
"3201"	258065	927
"3202"	258530	927
"3203"	237769	4095
"3204"	69944	4892
"3205"	22698	3890
"3206"	192194	1028
"3207"	108660	1939
"3208"	78303	620
"3209"	382522	465
"3210"	319162	1990
"3211"	56631	1680
"3212"	75694	3201
"3213"	94091	2252
"3214"	380698	28034
"3215"	100038596	4313
"3216"	216792	4024
"3217"	100862303	868
"3218"	118454	2254
"3219"	14923	1137
"3220"	72203	2905
"3221"	67212	780
"3222"	67862	1243
"3223"	11840	2086
"3224"	22416	2757
"3225"	216795	3318
"3226"	216797	1239
"3227"	67826	1837
"3228"	194952	4445
"3229"	237775	3412
"3230"	268417	4059
"3231"	74476	1877
"3232"	216799	4021
"3233"	257962	957
"3234"	258421	960
"3235"	257886	1260
"3236"	26936	8784
"3237"	69320	1111
"3238"	194908	1769
"3239"	216805	2852
"3240"	100504104	642
"3241"	26572	1566
"3242"	103850	1306
"3243"	100504121	529
"3244"	192191	3013
"3245"	19416	1609
"3246"	18618	834
"3247"	19377	7507
"3248"	100504140	1111
"3249"	20787	4299
"3250"	216810	6248
"3251"	74665	1858
"3252"	246782	1863
"3253"	66771	4400
"3254"	13495	1713
"3255"	17910	11769
"3256"	268420	6025
"3257"	100504161	557
"3258"	16897	4425
"3259"	14248	4012
"3260"	237781	2522
"3261"	100628625	64
"3262"	21975	3740
"3263"	237782	8077
"3264"	20425	2065
"3265"	637900	483
"3266"	216820	1582
"3267"	216821	1511
"3268"	24083	4159
"3269"	24082	1267
"3270"	26397	2166
"3271"	16515	2463
"3272"	57916	750
"3273"	216825	4442
"3274"	11670	1729
"3275"	11671	3131
"3276"	100862356	482
"3277"	380701	2377
"3278"	67473	2634
"3279"	626150	414
"3280"	22671	2967
"3281"	76293	1513
"3282"	23939	2936
"3283"	73216	679
"3284"	27078	785
"3285"	13855	4489
"3286"	71520	1599
"3287"	109342	2261
"3288"	69640	4786
"3289"	212627	1867
"3290"	29869	5813
"3291"	56697	3848
"3292"	432572	6676
"3293"	100862391	681
"3294"	11541	1844
"3295"	69747	752
"3296"	72795	3436
"3297"	20185	11144
"3298"	327942	1657
"3299"	73139	1034
"3300"	100503292	999
"3301"	22187	1165
"3302"	100503279	459
"3303"	22368	2751
"3304"	100862405	408
"3305"	69221	461
"3306"	100217426	63
"3307"	100217455	62
"3308"	100217444	57
"3309"	192976	1984
"3310"	216829	1883
"3311"	170740	5021
"3312"	192651	3006
"3313"	94092	3896
"3314"	213980	3267
"3315"	67510	1748
"3316"	66338	723
"3317"	71062	1739
"3318"	18858	1801
"3319"	54710	6004
"3320"	70383	2921
"3321"	66456	901
"3322"	654805	3540
"3323"	15478	3933
"3324"	68626	2781
"3325"	216831	4074
"3326"	214384	5127
"3327"	327946	3189
"3328"	26398	3694
"3329"	791070	100
"3330"	52712	2302
"3331"	237806	13774
"3332"	380702	7487
"3333"	100038666	820
"3334"	193003	3014
"3335"	338369	1147
"3336"	66358	1492
"3337"	52892	4280
"3338"	17883	5992
"3339"	74184	2724
"3340"	17882	6083
"3341"	17879	6019
"3342"	17884	6016
"3343"	17885	6149
"3344"	100861600	675
"3345"	544791	5817
"3346"	100861608	486
"3347"	14457	7072
"3348"	19674	1062
"3349"	93896	4873
"3350"	544792	1158
"3351"	68460	1124
"3352"	216835	4462
"3353"	72804	4985
"3354"	71860	2201
"3355"	55943	4104
"3356"	100504320	2005
"3357"	100504352	3781
"3358"	18208	5738
"3359"	320207	4363
"3360"	104709	3237
"3361"	215723	2060
"3362"	276920	1353
"3363"	77579	7783
"3364"	83431	2378
"3365"	320040	2701
"3366"	19941	543
"3367"	252868	1110
"3368"	442801	4136
"3369"	71998	1827
"3370"	57785	794
"3371"	237823	6369
"3372"	100526545	105
"3373"	68964	4167
"3374"	20877	1957
"3375"	71923	1802
"3376"	66910	1265
"3377"	100216530	137
"3378"	22318	2164
"3379"	18626	4701
"3380"	100038433	1573
"3381"	84653	964
"3382"	23801	2538
"3383"	11686	2347
"3384"	11688	3269
"3385"	14919	8331
"3386"	216846	3950
"3387"	245828	745
"3388"	16499	2537
"3389"	80515	1779
"3390"	216848	6168
"3391"	327951	762
"3392"	78304	518
"3393"	67020	1585
"3394"	216850	6654
"3395"	327954	13704
"3396"	13643	3215
"3397"	216853	1896
"3398"	22059	1868
"3399"	11932	2959
"3400"	20415	1407
"3401"	69215	882
"3402"	23879	2970
"3403"	100316749	120
"3404"	20670	1138
"3405"	24070	1314
"3406"	100316840	83
"3407"	12514	1008
"3408"	13681	1880
"3409"	80886	2538
"3410"	100503827	954
"3411"	619441	2235
"3412"	69583	1679
"3413"	21944	1694
"3414"	20020	5799
"3415"	56293	1500
"3416"	75580	7824
"3417"	11443	2149
"3418"	14166	678
"3419"	380705	1941
"3420"	74341	2370
"3421"	108803	1615
"3422"	74288	1031
"3423"	216856	5002
"3424"	69186	431
"3425"	70310	3152
"3426"	83813	3220
"3427"	100503361	531
"3428"	216858	2722
"3429"	216859	2482
"3430"	70419	1674
"3431"	216860	5203
"3432"	56310	1220
"3433"	276770	2017
"3434"	53422	1564
"3435"	20528	2822
"3436"	53624	1453
"3437"	54351	1437
"3438"	67181	1615
"3439"	56486	1122
"3440"	100861682	632
"3441"	78246	2014
"3442"	13543	2935
"3443"	100861689	334
"3444"	11370	2158
"3445"	723896	89
"3446"	13385	3327
"3447"	11889	1245
"3448"	11890	1373
"3449"	216864	1550
"3450"	17312	1501
"3451"	216867	1756
"3452"	69309	2528
"3453"	12029	3426
"3454"	751537	84
"3455"	387190	94
"3456"	104457	913
"3457"	52898	622
"3458"	11684	2991
"3459"	11685	2309
"3460"	11687	2414
"3461"	75273	3440
"3462"	216869	1728
"3463"	66172	890
"3464"	66102	2448
"3465"	574428	2801
"3466"	75604	975
"3467"	327956	672
"3468"	216871	1203
"3469"	19175	1036
"3470"	18806	3801
"3471"	50932	4997
"3472"	11448	1591
"3473"	668433	653
"3474"	14723	2732
"3475"	67863	1869
"3476"	70510	1531
"3477"	18643	870
"3478"	13808	1519
"3479"	216873	1161
"3480"	216874	4647
"3481"	103844	1377
"3482"	16562	6764
"3483"	193043	1823
"3484"	327957	1055
"3485"	54189	5423
"3486"	100503922	2138
"3487"	19069	2472
"3488"	69723	1213
"3489"	12261	1165
"3490"	216877	5179
"3491"	116891	3623
"3492"	67139	2766
"3493"	103712	1598
"3494"	195046	4806
"3495"	637515	6143
"3496"	627984	3457
"3497"	619299	2051
"3498"	216881	2739
"3499"	73816	787
"3500"	114230	1575
"3501"	109212	1466
"3502"	327958	6666
"3503"	74477	4332
"3504"	52700	1446
"3505"	67279	1161
"3506"	75304	3313
"3507"	237831	3269
"3508"	73366	1358
"3509"	327959	2598
"3510"	628100	1711
"3511"	21689	1406
"3512"	276829	2624
"3513"	71522	1825
"3514"	18432	4117
"3515"	216892	3241
"3516"	77577	1819
"3517"	100504005	518
"3518"	67128	3837
"3519"	11736	8034
"3520"	192986	2376
"3521"	195018	11150
"3522"	53313	4606
"3523"	18436	2441
"3524"	55984	3459
"3525"	66874	6284
"3526"	16407	4572
"3527"	14841	2811
"3528"	94045	2288
"3529"	66048	1436
"3530"	76281	1417
"3531"	83429	3010
"3532"	74637	2781
"3533"	193034	2520
"3534"	246788	2440
"3535"	11484	1534
"3536"	380709	1274
"3537"	258925	1062
"3538"	258924	1210
"3539"	258923	1248
"3540"	258186	1281
"3541"	259026	1080
"3542"	259027	936
"3543"	259024	936
"3544"	258435	939
"3545"	259025	939
"3546"	193053	939
"3547"	76390	3756
"3548"	259011	1395
"3549"	258344	936
"3550"	258236	1120
"3551"	259008	1069
"3552"	259010	939
"3553"	259009	933
"3554"	259007	939
"3555"	18321	978
"3556"	258343	948
"3557"	258705	945
"3558"	259005	948
"3559"	259006	1003
"3560"	327963	4818
"3561"	258701	948
"3562"	258703	948
"3563"	404316	942
"3564"	258706	1092
"3565"	258181	972
"3566"	18359	1328
"3567"	258702	948
"3568"	258704	1049
"3569"	258153	939
"3570"	380711	6410
"3571"	432582	4002
"3572"	74148	5399
"3573"	18472	6176
"3574"	67493	2718
"3575"	17428	4586
"3576"	97761	4760
"3577"	104662	3385
"3578"	100217469	60
"3579"	27364	3699
"3580"	103677	5799
"3581"	15248	4492
"3582"	387208	91
"3583"	387150	66
"3584"	246257	2642
"3585"	116905	2103
"3586"	237847	3308
"3587"	68275	3106
"3588"	100861772	624
"3589"	319822	3517
"3590"	20317	1494
"3591"	18816	2192
"3592"	192652	6909
"3593"	100042498	1766
"3594"	387141	95
"3595"	380712	1141
"3596"	192159	7481
"3597"	280408	1489
"3598"	380713	2884
"3599"	215113	7232
"3600"	100628624	83
"3601"	18738	3724
"3602"	19062	2641
"3603"	17913	5662
"3604"	12928	3618
"3605"	22627	2078
"3606"	13447	4245
"3607"	380714	931
"3608"	74230	921
"3609"	76566	3512
"3610"	68299	2816
"3611"	116972	930
"3612"	276919	3448
"3613"	13168	575
"3614"	67201	2523
"3615"	67390	1492
"3616"	18230	2728
"3617"	56322	2813
"3618"	109934	5801
"3619"	320522	1207
"3620"	237858	3237
"3621"	53334	4265
"3622"	12874	9152
"3623"	66601	1366
"3624"	104184	2355
"3625"	15567	2747
"3626"	237859	3114
"3627"	751519	109
"3628"	319634	4654
"3629"	237860	9040
"3630"	216961	1536
"3631"	268445	3336
"3632"	70057	1085
"3633"	216963	3650
"3634"	216964	1366
"3635"	67477	3249
"3636"	216965	12409
"3637"	100861790	1378
"3638"	68564	10399
"3639"	12957	683
"3640"	360013	7304
"3641"	791303	2298
"3642"	19193	1774
"3643"	791423	3414
"3644"	20370	4096
"3645"	268448	4393
"3646"	100504178	2435
"3647"	70451	1744
"3648"	14252	2700
"3649"	387162	66
"3650"	723870	72
"3651"	57837	2014
"3652"	216971	3884
"3653"	22032	3016
"3654"	140859	2800
"3655"	68385	1283
"3656"	268449	560
"3657"	100529076	45
"3658"	100216539	70
"3659"	100529077	55
"3660"	19376	1806
"3661"	216974	1513
"3662"	20926	6201
"3663"	20316	1268
"3664"	72503	7443
"3665"	216976	1227
"3666"	100042648	1715
"3667"	54141	3822
"3668"	11676	1702
"3669"	276846	2488
"3670"	22248	1281
"3671"	15218	2503
"3672"	790911	3627
"3673"	20500	2191
"3674"	52466	1974
"3675"	237868	5164
"3676"	22370	1745
"3677"	18292	1285
"3678"	195040	1343
"3679"	67811	1951
"3680"	21927	3709
"3681"	55978	802
"3682"	69071	1333
"3683"	18099	4496
"3684"	69109	1224
"3685"	66274	5053
"3686"	18126	3990
"3687"	16859	1586
"3688"	16706	4081
"3689"	790910	3347
"3690"	78889	3358
"3691"	791376	728
"3692"	18015	11847
"3693"	104522	1038
"3694"	18377	2226
"3695"	216984	3971
"3696"	14017	2297
"3697"	319377	2653
"3698"	268451	3145
"3699"	790912	2187
"3700"	72218	357
"3701"	387188	66
"3702"	723853	112
"3703"	100038730	1543
"3704"	216987	3871
"3705"	52615	4373
"3706"	54394	2354
"3707"	237877	7272
"3708"	68550	1287
"3709"	216991	1597
"3710"	71956	1959
"3711"	59040	4356
"3712"	246104	3767
"3713"	70591	4536
"3714"	22680	3723
"3715"	69077	1743
"3716"	12569	4134
"3717"	338367	5353
"3718"	103743	1393
"3719"	75622	814
"3720"	11418	3789
"3721"	237880	1038
"3722"	71388	1838
"3723"	20296	806
"3724"	20306	801
"3725"	20292	1073
"3726"	20293	536
"3727"	20307	511
"3728"	20290	505
"3729"	270893	4105
"3730"	791422	2220
"3731"	12467	1771
"3732"	66983	3278
"3733"	100503272	885
"3734"	16882	5945
"3735"	67338	4242
"3736"	19364	7062
"3737"	78919	2081
"3738"	217011	1767
"3739"	217012	3552
"3740"	76392	574
"3741"	327978	5989
"3742"	237886	3856
"3743"	276950	4011
"3744"	668706	498
"3745"	237887	3503
"3746"	20556	1664
"3747"	100504448	727
"3748"	20555	1857
"3749"	20558	3958
"3750"	20557	1816
"3751"	100043636	1408
"3752"	237890	3704
"3753"	613254	389
"3754"	103729	1500
"3755"	100302731	96
"3756"	103737	2726
"3757"	71770	5411
"3758"	276952	3481
"3759"	237891	2610
"3760"	66330	931
"3761"	118453	2311
"3762"	70439	2049
"3763"	629303	1875
"3764"	20304	532
"3765"	20308	3008
"3766"	100504464	2221
"3767"	20305	1436
"3768"	20302	790
"3769"	20303	660
"3770"	100034251	469
"3771"	14038	544
"3772"	66107	438
"3773"	217026	5673
"3774"	21410	2741
"3775"	78394	3166
"3776"	217030	5130
"3777"	100504496	3092
"3778"	56405	1443
"3779"	217031	2119
"3780"	628813	1229
"3781"	107476	9032
"3782"	56321	1800
"3783"	16869	2750
"3784"	78365	624
"3785"	78471	384
"3786"	217038	2477
"3787"	192970	1421
"3788"	74995	755
"3789"	217039	2950
"3790"	100504527	584
"3791"	70325	2735
"3792"	66196	3924
"3793"	448850	983
"3794"	12351	1300
"3795"	237898	6924
"3796"	73634	975
"3797"	66884	2407
"3798"	654810	640
"3799"	53892	2894
"3800"	192197	3656
"3801"	100316691	60
"3802"	71489	3138
"3803"	100628627	87
"3804"	78420	658
"3805"	69909	1255
"3806"	21385	3562
"3807"	21387	3257
"3808"	629393	879
"3809"	237911	6933
"3810"	70422	5922
"3811"	327987	11787
"3812"	76892	4434
"3813"	72508	7889
"3814"	56427	2070
"3815"	75909	2773
"3816"	387140	92
"3817"	100504632	669
"3818"	217057	3133
"3819"	67300	6144
"3820"	67487	3724
"3821"	319269	3365
"3822"	77864	4902
"3823"	66569	2484
"3824"	74133	3221
"3825"	270906	3827
"3826"	66140	1349
"3827"	723834	86
"3828"	68729	5631
"3829"	320472	6315
"3830"	114714	2954
"3831"	83560	4888
"3832"	19842	164
"3833"	19858	215
"3834"	19860	215
"3835"	19861	218
"3836"	19859	215
"3837"	100503535	1611
"3838"	18952	1636
"3839"	170749	5692
"3840"	327992	4158
"3841"	207742	4311
"3842"	68690	2705
"3843"	20922	693
"3844"	387160	64
"3845"	207777	7616
"3846"	17523	2546
"3847"	76113	2927
"3848"	380718	2365
"3849"	13861	2691
"3850"	258406	936
"3851"	258408	936
"3852"	258407	1084
"3853"	68097	2819
"3854"	110809	5262
"3855"	22344	4521
"3856"	70393	1504
"3857"	103841	3189
"3858"	64656	1302
"3859"	74297	1219
"3860"	76626	6819
"3861"	100628571	92
"3862"	193280	1056
"3863"	11640	3911
"3864"	73921	811
"3865"	74617	2074
"3866"	217066	812
"3867"	72381	377
"3868"	100504514	1427
"3869"	12812	2607
"3870"	217069	5563
"3871"	56077	5208
"3872"	414094	769
"3873"	217071	581
"3874"	18121	1922
"3875"	214604	2665
"3876"	382543	2238
"3877"	18559	1971
"3878"	67888	1764
"3879"	67468	2661
"3880"	217082	5665
"3881"	20913	6009
"3882"	69802	2259
"3883"	71943	2093
"3884"	73922	649
"3885"	73470	2270
"3886"	72605	3336
"3887"	217109	2613
"3888"	103537	5231
"3889"	18103	823
"3890"	18102	1235
"3891"	100862001	398
"3892"	70834	7779
"3893"	22057	2288
"3894"	278507	3392
"3895"	67684	3296
"3896"	71452	3763
"3897"	76408	5002
"3898"	12291	8223
"3899"	217116	2589
"3900"	71889	3884
"3901"	104601	2928
"3902"	237926	4151
"3903"	264895	3069
"3904"	12643	1653
"3905"	98238	2780
"3906"	268465	2228
"3907"	94064	730
"3908"	217119	3424
"3909"	432589	1681
"3910"	217122	2693
"3911"	544806	2187
"3912"	544807	480
"3913"	544808	1560
"3914"	665174	489
"3915"	432591	1357
"3916"	100039739	1073
"3917"	12842	4709
"3918"	20391	1693
"3919"	54388	796
"3920"	217124	4330
"3921"	100504649	540
"3922"	217125	3318
"3923"	18604	2263
"3924"	16400	4853
"3925"	13393	2606
"3926"	13394	1820
"3927"	320453	1663
"3928"	93670	1248
"3929"	217127	5966
"3930"	215512	2317
"3931"	110172	1169
"3932"	20747	2882
"3933"	104079	2093
"3934"	18053	3409
"3935"	100862044	717
"3936"	18673	1799
"3937"	544809	2246
"3938"	432396	537
"3939"	320616	3188
"3940"	268469	2667
"3941"	237928	1910
"3942"	66610	4075
"3943"	14710	702
"3944"	73906	1319
"3945"	14422	4086
"3946"	140486	8382
"3947"	100526468	92
"3948"	14607	649
"3949"	27681	947
"3950"	268470	3974
"3951"	11951	868
"3952"	76815	1556
"3953"	237930	3206
"3954"	15408	1313
"3955"	432593	1945
"3956"	193022	617
"3957"	387191	102
"3958"	15417	2701
"3959"	15416	2645
"3960"	15415	1269
"3961"	15414	1322
"3962"	15413	1896
"3963"	723893	110
"3964"	15412	2566
"3965"	15410	3721
"3966"	103889	1631
"3967"	15407	2077
"3968"	100038600	2063
"3969"	78473	2190
"3970"	69884	2495
"3971"	74479	2581
"3972"	12412	1274
"3973"	629750	683
"3974"	18023	4867
"3975"	56358	930
"3976"	387170	73
"3977"	80280	1875
"3978"	100502635	2804
"3979"	217138	1363
"3980"	103711	2036
"3981"	319371	2820
"3982"	78912	3036
"3983"	83395	3375
"3984"	217140	1518
"3985"	69297	1298
"3986"	107732	1682
"3987"	71240	3535
"3988"	57765	2552
"3989"	73174	3335
"3990"	16211	5909
"3991"	100502647	1392
"3992"	19155	4143
"3993"	67036	2431
"3994"	217143	9276
"3995"	192157	7015
"3996"	58996	5450
"3997"	100141474	1425
"3998"	56013	6965
"3999"	69729	612
"4000"	103551	2330
"4001"	246198	7271
"4002"	217149	742
"4003"	22658	2836
"4004"	26446	731
"4005"	108083	5053
"4006"	67480	3307
"4007"	72215	624
"4008"	65019	1062
"4009"	100302498	128
"4010"	16796	3433
"4011"	68127	1189
"4012"	72973	1681
"4013"	72324	2905
"4014"	217151	1563
"4015"	12295	2455
"4016"	19921	805
"4017"	217154	3049
"4018"	72194	8607
"4019"	19014	7590
"4020"	69131	8704
"4021"	100628613	57
"4022"	18013	3137
"4023"	19049	1666
"4024"	69338	1389
"4025"	59045	2083
"4026"	21393	948
"4027"	18948	888
"4028"	320655	2424
"4029"	13866	4998
"4030"	103742	744
"4031"	14786	2397
"4032"	100862101	617
"4033"	22780	4098
"4034"	69376	1639
"4035"	66612	2023
"4036"	192852	902
"4037"	450219	1477
"4038"	76758	1666
"4039"	57911	2726
"4040"	100502779	1542
"4041"	22123	2147
"4042"	12985	1363
"4043"	23989	3410
"4044"	21833	2246
"4045"	217166	2627
"4046"	74026	4340
"4047"	100037262	1401
"4048"	192160	3742
"4049"	268480	4163
"4050"	68524	7589
"4051"	23834	4701
"4052"	19401	4131
"4053"	353155	837
"4054"	21973	5217
"4055"	16010	2069
"4056"	217169	4755
"4057"	12775	1975
"4058"	100862109	465
"4059"	57376	2919
"4060"	268481	2735
"4061"	75706	1689
"4062"	70810	1651
"4063"	320864	2600
"4064"	16675	1539
"4065"	70843	1489
"4066"	16661	2094
"4067"	100504165	903
"4068"	268482	1854
"4069"	66809	1930
"4070"	94179	1539
"4071"	237934	1449
"4072"	406221	1320
"4073"	66380	732
"4074"	66708	1031
"4075"	69473	604
"4076"	69664	1040
"4077"	629873	1129
"4078"	435273	879
"4079"	75586	759
"4080"	100041412	663
"4081"	100041488	396
"4082"	71453	830
"4083"	100502803	807
"4084"	665891	1011
"4085"	68673	971
"4086"	76444	978
"4087"	546511	528
"4088"	100040248	1018
"4089"	68768	918
"4090"	100040276	1200
"4091"	665992	630
"4092"	665998	1058
"4093"	670464	618
"4094"	670472	869
"4095"	670482	777
"4096"	69464	819
"4097"	670496	691
"4098"	100502865	919
"4099"	435285	951
"4100"	432600	1144
"4101"	100415785	1096
"4102"	16705	612
"4103"	670533	1043
"4104"	70831	971
"4105"	670550	921
"4106"	432602	935
"4107"	435286	1077
"4108"	100504183	1891
"4109"	77914	761
"4110"	71888	1679
"4111"	16671	1581
"4112"	16672	1605
"4113"	16660	1581
"4114"	16670	1673
"4115"	53617	1722
"4116"	16673	1666
"4117"	16663	1314
"4118"	16665	1720
"4119"	16669	1375
"4120"	107656	2580
"4121"	16664	1660
"4122"	16666	1565
"4123"	16667	1511
"4124"	68239	1547
"4125"	20918	1213
"4126"	14459	455
"4127"	15114	3706
"4128"	16480	5009
"4129"	66180	1869
"4130"	14230	2603
"4131"	68106	2025
"4132"	66720	2012
"4133"	217194	2436
"4134"	104112	4427
"4135"	74407	2818
"4136"	12799	2678
"4137"	56354	2312
"4138"	100502925	1599
"4139"	71966	2013
"4140"	278304	4090
"4141"	80861	2412
"4142"	14534	3048
"4143"	75482	726
"4144"	19345	1573
"4145"	380728	3784
"4146"	15171	584
"4147"	80860	2162
"4148"	20851	5442
"4149"	20850	3888
"4150"	20848	4487
"4151"	19285	3218
"4152"	11975	4029
"4153"	27419	2478
"4154"	15485	1317
"4155"	71743	2386
"4156"	21428	1975
"4157"	19183	972
"4158"	67998	3306
"4159"	103733	1609
"4160"	103768	1777
"4161"	217198	3007
"4162"	12777	1725
"4163"	53321	5360
"4164"	14055	4194
"4165"	54409	872
"4166"	28084	1067
"4167"	69847	4148
"4168"	52469	718
"4169"	68107	2228
"4170"	56208	2031
"4171"	19192	2620
"4172"	237940	2540
"4173"	11754	4396
"4174"	14377	2245
"4175"	69684	1334
"4176"	73635	1461
"4177"	217201	3216
"4178"	100862158	1321
"4179"	19942	734
"4180"	70110	1360
"4181"	26949	2732
"4182"	100862149	744
"4183"	11858	684
"4184"	12189	6648
"4185"	17966	5133
"4186"	217203	2301
"4187"	666331	472
"4188"	66599	1098
"4189"	19848	187
"4190"	80981	1382
"4191"	217207	4319
"4192"	18612	2336
"4193"	17285	2208
"4194"	73887	1185
"4195"	74499	2066
"4196"	72349	4204
"4197"	75437	698
"4198"	13384	2848
"4199"	52685	2732
"4200"	50997	4087
"4201"	19064	480
"4202"	217212	499
"4203"	217214	2113
"4204"	76547	1576
"4205"	268490	1224
"4206"	68401	1543
"4207"	15184	3798
"4208"	217216	2543
"4209"	217217	1362
"4210"	72053	2096
"4211"	217218	3707
"4212"	21429	4806
"4213"	20533	4550
"4214"	51799	3046
"4215"	68066	1674
"4216"	14824	2333
"4217"	217219	3099
"4218"	16399	3437
"4219"	237943	6830
"4220"	100040792	677
"4221"	57265	3628
"4222"	77132	1334
"4223"	268491	4573
"4224"	52715	2307
"4225"	11488	5102
"4226"	14615	2906
"4227"	75689	735
"4228"	20624	3333
"4229"	73293	1800
"4230"	66784	1563
"4231"	14580	4072
"4232"	70218	3337
"4233"	23829	1246
"4234"	69739	954
"4235"	68087	1714
"4236"	100862190	614
"4237"	18107	1838
"4238"	72469	3031
"4239"	67131	2076
"4240"	192231	3401
"4241"	71059	1951
"4242"	57778	3873
"4243"	69441	1214
"4244"	328019	1112
"4245"	53859	4173
"4246"	100862195	840
"4247"	544817	5627
"4248"	653030	2731
"4249"	353047	5128
"4250"	237954	3645
"4251"	380730	4576
"4252"	69444	884
"4253"	104582	1072
"4254"	56494	3078
"4255"	399609	3313
"4256"	22412	4519
"4257"	22415	3115
"4258"	18195	3766
"4259"	667631	721
"4260"	11841	2659
"4261"	12921	2428
"4262"	237958	2675
"4263"	17762	5387
"4264"	100303739	1618
"4265"	76719	5510
"4266"	100862243	916
"4267"	217232	5783
"4268"	17896	883
"4269"	629959	351
"4270"	16416	5781
"4271"	70894	1744
"4272"	52686	2619
"4273"	73431	2414
"4274"	24086	5475
"4275"	17534	5801
"4276"	632687	3621
"4277"	77097	11860
"4278"	13056	2474
"4279"	11421	5102
"4280"	192775	2853
"4281"	71833	5750
"4282"	70207	1337
"4283"	26406	3161
"4284"	67803	2950
"4285"	72149	2543
"4286"	67163	3270
"4287"	72047	4012
"4288"	56095	2865
"4289"	19184	1277
"4290"	83796	2869
"4291"	75870	2985
"4292"	100862279	314
"4293"	14599	810
"4294"	15985	1198
"4295"	110880	6598
"4296"	75573	789
"4297"	15896	1142
"4298"	78943	3976
"4299"	100216537	73
"4300"	21763	4942
"4301"	18613	3305
"4302"	380732	1320
"4303"	50776	1577
"4304"	13207	3520
"4305"	100526469	67
"4306"	320162	2727
"4307"	66313	5331
"4308"	16647	2038
"4309"	69066	1100
"4310"	207165	11488
"4311"	100503350	681
"4312"	68979	3161
"4313"	100503362	727
"4314"	71795	6350
"4315"	100503397	876
"4316"	66997	1723
"4317"	442842	948
"4318"	78455	6218
"4319"	12299	1203
"4320"	54377	984
"4321"	100503414	1145
"4322"	140723	3834
"4323"	18750	8369
"4324"	100862332	337
"4325"	11818	1186
"4326"	76380	3753
"4327"	100503430	3012
"4328"	12006	4260
"4329"	268498	1078
"4330"	19739	8531
"4331"	67927	454
"4332"	100036768	2765
"4333"	14674	6197
"4334"	320509	2700
"4335"	13929	3082
"4336"	100503496	1776
"4337"	104681	4509
"4338"	74008	3396
"4339"	52639	1817
"4340"	19084	3323
"4341"	208659	2541
"4342"	69324	1470
"4343"	73257	389
"4344"	27404	6178
"4345"	217258	5616
"4346"	217262	6268
"4347"	76184	5720
"4348"	100862355	581
"4349"	217265	8269
"4350"	26399	2064
"4351"	16517	4014
"4352"	16518	5448
"4353"	629967	696
"4354"	217294	1952
"4355"	20682	4146
"4356"	100038732	870
"4357"	71203	1940
"4358"	72386	1848
"4359"	319871	2446
"4360"	69806	2742
"4361"	20606	1158
"4362"	16834	3029
"4363"	28081	2615
"4364"	276852	2196
"4365"	52670	1575
"4366"	56699	3375
"4367"	237979	6604
"4368"	73536	395
"4369"	319819	3402
"4370"	67671	369
"4371"	117160	3456
"4372"	432611	2871
"4373"	286942	3433
"4374"	72014	2260
"4375"	217302	1098
"4376"	70355	4672
"4377"	217303	4642
"4378"	217304	2880
"4379"	387565	690
"4380"	217305	2440
"4381"	140497	1139
"4382"	629970	738
"4383"	100043123	852
"4384"	100043125	852
"4385"	382551	738
"4386"	217306	1949
"4387"	58222	2806
"4388"	246746	1885
"4389"	26941	1922
"4390"	66176	1130
"4391"	320534	4566
"4392"	14813	4895
"4393"	14149	1866
"4394"	328035	1239
"4395"	237987	2335
"4396"	16470	3183
"4397"	69602	2422
"4398"	217310	3237
"4399"	237988	3700
"4400"	68572	734
"4401"	71679	574
"4402"	70382	1766
"4403"	432613	1932
"4404"	100628623	100
"4405"	217316	3020
"4406"	276905	2249
"4407"	50773	805
"4408"	100503567	159
"4409"	15374	1358
"4410"	170930	998
"4411"	445007	2159
"4412"	260302	3681
"4413"	50529	1324
"4414"	69674	1841
"4415"	67283	2792
"4416"	14784	2624
"4417"	100503586	416
"4418"	100043184	483
"4419"	71947	4996
"4420"	140721	4722
"4421"	76265	1972
"4422"	217325	3614
"4423"	217328	7820
"4424"	100861625	875
"4425"	170472	3986
"4426"	66528	940
