"EntrezGeneID"	"Length"
"569"	11449	1921
"570"	26987	4928
"571"	98363	1805
"572"	227331	5743
"573"	100040591	1349
"574"	73234	462
"575"	53972	3384
"576"	319977	1676
"577"	620454	1602
"578"	23956	2018
"579"	16331	4938
"580"	77040	3180
"581"	100217415	248
"582"	20215	1718
"583"	100503175	947
"584"	227333	5694
"585"	227334	5316
"586"	394430	3242
"587"	394434	3216
"588"	394432	3294
"589"	394435	2293
"590"	94284	3302
"591"	394433	3208
"592"	22236	3206
"593"	15504	1017
"594"	394436	3229
"595"	100040766	7526
"596"	381280	8439
"597"	78605	3662
"598"	171382	3844
"599"	75396	870
"600"	14659	1957
"601"	100503197	2622
"602"	320982	3967
"603"	78650	476
"604"	73475	603
"605"	98402	3673
"606"	77331	591
"607"	347722	9581
"608"	74403	3611
"609"	14472	2126
"610"	208372	1404
"611"	74918	3210
"612"	12778	2579
"613"	108679	1843
"614"	433332	1207
"615"	12835	10841
"616"	171531	4484
"617"	623503	261
"618"	19329	1950
"619"	16978	5743
"620"	329207	3851
"621"	51801	3022
"622"	67921	1363
"623"	665783	892
"624"	50880	2207
"625"	227357	5442
"626"	100503326	684
"627"	70788	3020
"628"	227358	2815
"629"	67444	1368
"630"	67086	547
"631"	55927	1335
"632"	18627	5837
"633"	74019	3500
"634"	65247	6072
"635"	13345	1312
"636"	208727	3960
"637"	67273	1220
"638"	259040	939
"639"	258228	936
"640"	259041	1189
"641"	259039	1082
"642"	258274	966
"643"	258483	972
"644"	258484	969
"645"	257890	1121
"646"	66915	711
"647"	260301	704
"648"	14733	3552
"649"	100504295	543
"650"	387167	66
"651"	241158	3243
"652"	67446	1491
"653"	108657	3039
"654"	100037260	1689
"655"	23830	2877
"656"	64095	4396
"657"	208760	1088
"658"	16560	8257
"659"	11611	1517
"660"	71874	2362
"661"	381284	7348
"662"	208777	4474
"663"	69821	3315
"664"	269224	5119
"665"	66385	3653
"666"	404545	3217
"667"	110611	6238
"668"	18000	3335
"669"	227377	3912
"670"	59041	3254
"671"	51800	1432
"672"	67026	2160
"673"	66615	2964
"674"	21915	1310
"675"	66262	4539
"676"	98314	3058
"677"	381334	2846
"678"	100041596	1185
"679"	666009	570
"680"	619597	4059
"681"	241159	4511
"682"	18566	1930
"683"	74689	1565
"684"	67698	2107
"685"	20452	5677
"686"	75381	761
"687"	100504401	921
"688"	73454	356
"689"	75159	583
"690"	227394	2394
"691"	329217	3849
"692"	67854	2475
"693"	74441	2433
"694"	634331	2091
"695"	634346	2300
"696"	52392	2738
"697"	227399	5565
"698"	252876	2041
"699"	18484	4103
"700"	78603	1178
"701"	69030	1687
"702"	70866	2328
"703"	100504494	800
"704"	241175	5120
"705"	100504525	886
"706"	23836	3722
"707"	320311	8529
"708"	100504568	1284
"709"	27392	6777
"710"	227446	5406
"711"	100042023	231
"712"	21934	5022
"713"	635504	465
"714"	227449	6661
"715"	626049	545
"716"	98432	6104
"717"	12043	7749
"718"	320761	1243
"719"	70750	5582
"720"	20479	3272
"721"	20724	2565
"722"	71869	1735
"723"	241196	1607
"724"	20248	1629
"725"	394252	1164
"726"	383548	1632
"727"	381286	1659
"728"	66957	1699
"729"	116872	1887
"730"	18788	2047
"731"	241197	3490
"732"	20725	3289
"733"	241201	3353
"734"	227485	3054
"735"	319901	5763
"736"	636808	3915
"737"	634762	729
"738"	22099	3040
"739"	67949	1894
"740"	76707	7899
"741"	68204	597
"742"	81879	9270
"743"	14633	6708
"744"	16324	4255
"745"	100502628	748
"746"	64143	2277
"747"	226351	2830
"748"	226352	7746
"749"	19258	4707
"750"	66343	3301
"751"	226356	2511
"752"	319229	1924
"753"	170706	1017
"754"	13167	745
"755"	73103	1089
"756"	68428	3177
"757"	226359	2000
"758"	17167	1985
"759"	13798	2554
"760"	98452	1580
"761"	72999	2524
"762"	70829	7256
"763"	15564	2019
"764"	66942	2249
"765"	100502702	453
"766"	269109	4630
"767"	74117	2746
"768"	74150	2597
"769"	71111	2690
"770"	72585	2047
"771"	210356	7593
"772"	107895	3104
"773"	667090	484
"774"	72160	2517
"775"	266645	2303
"776"	100502745	464
"777"	72949	3514
"778"	22625	3936
"779"	226407	4251
"780"	226409	4154
"781"	226412	4812
"782"	387147	70
"783"	67812	4093
"784"	226413	6166
"785"	17219	2901
"786"	226414	2509
"787"	12767	1814
"788"	210417	6253
"789"	100042740	613
"790"	13137	1324
"791"	13136	2527
"792"	22789	2034
"793"	12269	1883
"794"	12270	754
"795"	18640	9621
"796"	226418	3843
"797"	212439	2909
"798"	64435	1911
"799"	100502856	1065
"800"	18703	3849
"801"	69169	1491
"802"	93672	1116
"803"	58181	824
"804"	329244	1023
"805"	16153	1306
"806"	17164	2567
"807"	226419	2072
"808"	16865	2290
"809"	54354	3405
"810"	56489	3203
"811"	14270	8040
"812"	108900	2105
"813"	26361	4148
"814"	13034	2120
"815"	226421	2523
"816"	320718	3640
"817"	212933	3540
"818"	98396	4660
"819"	226422	1189
"820"	98415	6096
"821"	212980	3426
"822"	13714	3671
"823"	213006	4853
"824"	18557	3046
"825"	723818	97
"826"	213409	958
"827"	213417	4269
"828"	74137	3132
"829"	68875	3410
"830"	213452	6385
"831"	213464	3632
"832"	74626	1742
"833"	21367	9535
"834"	269116	10379
"835"	100038653	1879
"836"	16980	3346
"837"	17248	3490
"838"	240752	7929
"839"	108954	5588
"840"	240753	7457
"841"	100502933	3112
"842"	68338	1842
"843"	280287	496
"844"	19701	1423
"845"	214253	2279
"846"	20668	3531
"847"	20643	492
"848"	70579	4395
"849"	667118	5007
"850"	240754	2371
"851"	381290	8292
"852"	269120	2074
"853"	116847	3602
"854"	100502984	884
"855"	14264	2859
"856"	100502999	532
"857"	12227	3083
"858"	667414	432
"859"	71884	1711
"860"	12654	1689
"861"	53311	1829
"862"	11539	5786
"863"	17928	1480
"864"	68507	6067
"865"	57439	3169
"866"	240755	1770
"867"	72017	1626
"868"	72674	2024
"869"	100861791	590
"870"	240756	3196
"871"	98710	1960
"872"	100503055	641
"873"	71001	1457
"874"	75605	6300
"875"	20980	3386
"876"	329251	6185
"877"	67196	1079
"878"	329252	3623
"879"	13924	6089
"880"	100038590	915
"881"	320139	3264
"882"	68724	1702
"883"	171469	2253
"884"	13710	2000
"885"	215615	2301
"886"	21854	917
"887"	93689	3942
"888"	77552	1190
"889"	226432	6236
"890"	215690	12767
"891"	13007	1770
"892"	27280	1467
"893"	21952	1114
"894"	16763	2992
"895"	21956	1194
"896"	18772	4486
"897"	226438	8996
"898"	66241	1750
"899"	12292	6260
"900"	329253	508
"901"	16565	9119
"902"	76422	2922
"903"	67313	3013
"904"	100042513	584
"905"	383563	1960
"906"	67886	7823
"907"	320054	2097
"908"	67997	2228
"909"	381293	8770
"910"	71084	1846
"911"	226442	5275
"912"	100503460	489
"913"	100503474	1199
"914"	667686	385
"915"	26424	3857
"916"	320138	3023
"917"	735252	87
"918"	723890	80
"919"	19264	5664
"920"	338375	1887
"921"	59125	3366
"922"	545363	1930
"923"	16876	5750
"924"	69549	571
"925"	75546	410
"926"	329260	8314
"927"	170788	4702
"928"	71209	1111
"929"	226470	8362
"930"	12316	9866
"931"	14060	2378
"932"	50702	1732
"933"	624286	999
"934"	214403	2887
"935"	545366	1602
"936"	12628	4365
"937"	240776	3957
"938"	75910	551
"939"	226472	591
"940"	214498	2678
"941"	26878	4578
"942"	69367	3730
"943"	20822	8721
"944"	56207	1851
"945"	19735	3009
"946"	100861894	494
"947"	246709	1497
"948"	50778	1330
"949"	624910	459
"950"	64214	1859
"951"	215378	3172
"952"	100043240	3910
"953"	791353	1179
"954"	100503781	490
"955"	18783	2846
"956"	320019	1098
"957"	19225	4150
"958"	100043257	532
"959"	100043261	345
"960"	20028	1247
"961"	75584	610
"962"	226499	3242
"963"	108989	7550
"964"	96875	4278
"965"	545370	18316
"966"	402734	2640
"967"	73176	1674
"968"	117198	5037
"969"	66875	3668
"970"	98685	2665
"971"	19821	3028
"972"	100503012	373
"973"	63913	3939
"974"	66967	6604
"975"	69399	9754
"976"	66637	1133
"977"	269132	4056
"978"	19731	3887
"979"	100861876	505
"980"	71281	1566
"981"	67771	1897
"982"	100503084	519
"983"	17970	2596
"984"	226517	6069
"985"	226518	4523
"986"	16782	5164
"987"	226519	7622
"988"	626058	2827
"989"	71836	2045
"990"	13211	4613
"991"	74091	1403
"992"	67792	5804
"993"	329271	3337
"994"	19734	2335
"995"	24014	4758
"996"	240816	3640
"997"	240817	1654
"998"	433365	2527
"999"	240819	1415
"1000"	14645	2782
"1001"	100861882	573
"1002"	207678	1877
"1003"	78112	613
"1004"	12290	12697
"1005"	15939	3270
"1006"	15064	2509
"1007"	58244	2459
"1008"	207792	4611
"1009"	100503411	2791
"1010"	19775	7651
"1011"	433367	1751
"1012"	72482	1942
"1013"	16872	1853
"1014"	100861926	688
"1015"	104009	3361
"1016"	74081	13307
"1017"	208263	4439
"1018"	240832	8112
"1019"	329274	3687
"1020"	214575	3443
"1021"	170484	3108
"1022"	77352	3297
"1023"	20652	4785
"1024"	11352	10714
"1025"	30935	3268
"1026"	100503836	636
"1027"	215015	4238
"1028"	78255	7133
"1029"	72713	2190
"1030"	73435	898
"1031"	226525	10046
"1032"	69953	1194
"1033"	226527	1289
"1034"	89867	4651
"1035"	100504090	420
"1036"	240843	4101
"1037"	11899	7224
"1038"	735253	109
"1039"	23850	8585
"1040"	72025	2475
"1041"	26374	5056
"1042"	100217414	118
"1043"	21960	5395
"1044"	67647	5391
"1045"	75255	887
"1046"	329278	5812
"1047"	64659	1970
"1048"	12301	2115
"1049"	29809	9489
"1050"	100316784	109
"1051"	620246	1086
"1052"	620750	465
"1053"	381305	11011
"1054"	11905	2162
"1055"	240869	3883
"1056"	14455	2554
"1057"	100628588	91
"1058"	100217446	65
"1059"	226539	3581
"1060"	70454	4327
"1061"	226541	4037
"1062"	73844	3723
"1063"	100502590	954
"1064"	11758	2334
"1065"	22164	1609
"1066"	240873	2064
"1067"	14103	1935
"1068"	226551	6308
"1069"	75368	1164
"1070"	67292	3301
"1071"	103967	7523
"1072"	72753	919
"1073"	474332	7928
"1074"	723821	110
"1075"	387210	110
"1076"	71449	2791
"1077"	53330	2532
"1078"	17926	2080
"1079"	100038657	741
"1080"	226562	10444
"1081"	226564	1787
"1082"	14261	2326
"1083"	55990	3336
"1084"	226565	1870
"1085"	14262	2010
"1086"	78258	2956
"1087"	18933	7448
"1088"	98376	2509
"1089"	240879	1053
"1090"	16579	3907
"1091"	240880	4069
"1092"	381306	2912
"1093"	69962	1457
"1094"	20339	2912
"1095"	20343	2321
"1096"	20344	3438
"1097"	100503816	1241
"1098"	14067	7406
"1099"	116914	3546
"1100"	74895	1896
"1101"	66352	4035
"1102"	171567	3011
"1103"	11931	2422
"1104"	56429	1636
"1105"	433374	1588
"1106"	16963	502
"1107"	69476	357
"1108"	75857	998
"1109"	83993	2662
"1110"	108735	5526
"1111"	226591	4395
"1112"	240888	1943
"1113"	74106	3306
"1114"	70456	854
"1115"	271639	5209
"1116"	68481	2356
"1117"	100503268	612
"1118"	226594	2670
"1119"	100503283	1514
"1120"	433375	2125
"1121"	12503	4604
"1122"	18986	13123
"1123"	240892	4025
"1124"	59290	2293
"1125"	98558	1546
"1126"	100039795	8260
"1127"	100503318	2514
"1128"	27878	2145
"1129"	71592	7372
"1130"	226601	1744
"1131"	226604	3012
"1132"	240894	3065
"1133"	100503962	936
"1134"	226610	4986
"1135"	80914	1338
"1136"	68944	4474
"1137"	100862084	376
"1138"	56752	2833
"1139"	66447	635
"1140"	240899	1137
"1141"	100503977	287
"1142"	20183	2363
"1143"	110648	3338
"1144"	18514	9027
"1145"	66977	2405
"1146"	19737	1809
"1147"	100862094	1412
"1148"	19736	2941
"1149"	78465	1440
"1150"	15490	4574
"1151"	67303	1135
"1152"	18214	8290
"1153"	107652	2283
"1154"	16589	2024
"1155"	545378	399
"1156"	622708	1691
"1157"	26904	1433
"1158"	665574	3833
"1159"	76925	713
"1160"	70729	3684
"1161"	320078	3095
"1162"	226641	7463
"1163"	80915	1374
"1164"	435653	1284
"1165"	98752	1727
"1166"	14130	1547
"1167"	246256	1250
"1168"	14131	1353
"1169"	75472	1034
"1170"	66052	1179
"1171"	17528	1993
"1172"	66425	1575
"1173"	12355	1414
"1174"	641376	2920
"1175"	11807	521
"1176"	14127	658
"1177"	226646	1606
"1178"	240913	3673
"1179"	57370	1998
"1180"	19044	1821
"1181"	30941	2185
"1182"	66155	964
"1183"	100862110	308
"1184"	100504072	1662
"1185"	21945	2733
"1186"	27045	1374
"1187"	18637	622
"1188"	68874	1555
"1189"	71740	3504
"1190"	226652	4488
"1191"	22278	1822
"1192"	226654	551
"1193"	16456	2482
"1194"	56009	1273
"1195"	16429	1140
"1196"	18106	3758
"1197"	17085	2449
"1198"	75345	3977
"1199"	12506	1142
"1200"	100041098	195
"1201"	27218	2688
"1202"	12523	6253
"1203"	100038548	2574
"1204"	100862186	671
"1205"	30925	2443
"1206"	93840	2260
"1207"	18071	2487
"1208"	59287	2855
"1209"	12847	4629
"1210"	100504176	730
"1211"	19298	3131
"1212"	98193	3743
"1213"	18611	2477
"1214"	12372	1874
"1215"	27222	3485
"1216"	98660	6227
"1217"	140559	2234
"1218"	16524	3270
"1219"	16513	5407
"1220"	67556	7569
"1221"	100862199	620
"1222"	98365	1145
"1223"	93842	4249
"1224"	21346	1382
"1225"	71870	1822
"1226"	71319	941
"1227"	240916	1879
"1228"	74748	2040
"1229"	677296	1914
"1230"	68440	1417
"1231"	100040320	811
"1232"	12944	1698
"1233"	20219	984
"1234"	18313	1050
"1235"	258759	933
"1236"	258758	1063
"1237"	258880	942
"1238"	258881	1034
"1239"	14125	1026
"1240"	258645	991
"1241"	100504232	694
"1242"	13349	1158
"1243"	94332	4159
"1244"	383619	2541
"1245"	240921	2951
"1246"	545384	1294
"1247"	623121	2680
"1248"	236312	3497
"1249"	100033459	2987
"1250"	100504251	716
"1251"	226691	3484
"1252"	15951	2296
"1253"	100504287	1468
"1254"	666028	634
"1255"	100040462	1908
"1256"	381308	1651
"1257"	15950	3793
"1258"	26388	1796
"1259"	226695	1613
"1260"	258712	1004
"1261"	258711	939
"1262"	258713	954
"1263"	258717	943
"1264"	259162	948
"1265"	404222	924
"1266"	258716	948
"1267"	258715	1050
"1268"	258302	1046
"1269"	20739	8405
"1270"	258710	1088
"1271"	66289	803
"1272"	258238	930
"1273"	258709	1010
"1274"	258756	955
"1275"	546747	978
"1276"	54418	6442
"1277"	23893	3745
"1278"	24012	2487
"1279"	14194	1632
"1280"	98256	2498
"1281"	13603	1721
"1282"	12663	6117
"1283"	75820	3817
"1284"	26909	5506
"1285"	319455	3894
"1286"	545389	6930
"1287"	723921	99
"1288"	76816	2619
"1289"	15365	1510
"1290"	23797	4735
"1291"	30928	5106
"1292"	75589	698
"1293"	69428	749
"1294"	11566	2553
"1295"	631584	2790
"1296"	545391	1663
"1297"	78825	4214
"1298"	791357	1199
"1299"	75164	651
"1300"	666295	875
"1301"	320110	427
"1302"	66359	448
"1303"	51810	3670
"1304"	68226	2539
"1305"	269152	7406
"1306"	69726	3769
"1307"	15278	2448
"1308"	226744	4545
"1309"	109232	1922
"1310"	226747	8831
"1311"	100503705	1428
"1312"	226751	8656
"1313"	67426	4076
"1314"	19165	2084
"1315"	277333	3581
"1316"	320404	5101
"1317"	381310	6557
"1318"	11545	3827
"1319"	72568	3377
"1320"	27217	2294
"1321"	170760	3471
"1322"	100504581	591
"1323"	15078	1076
"1324"	208768	3189
"1325"	100504598	177
"1326"	320202	2462
"1327"	100862334	599
"1328"	69051	1599
"1329"	13590	1604
"1330"	208795	3239
"1331"	13849	1665
"1332"	619326	1898
"1333"	67459	3060
"1334"	98417	3268
"1335"	226757	7047
"1336"	329307	2505
"1337"	72978	2727
"1338"	403180	1819
"1339"	240960	13996
"1340"	98386	3552
"1341"	433384	1343
"1342"	13800	4288
"1343"	27058	1388
"1344"	625823	921
"1345"	13244	2005
"1346"	67330	686
"1347"	67948	4913
"1348"	209456	4370
"1349"	12334	3185
"1350"	170725	3705
"1351"	433386	2055
"1352"	96935	2035
"1353"	53791	3199
"1354"	68897	5030
"1355"	71678	3456
"1356"	108909	3293
"1357"	338366	6678
"1358"	21339	2386
"1359"	78772	2736
"1360"	73363	967
"1361"	63953	2712
"1362"	73590	778
"1363"	74971	1722
"1364"	15284	2149
"1365"	66112	2161
"1366"	67247	1883
"1367"	100316821	82
"1368"	226777	2853
"1369"	226778	4565
